start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
4050	4600	A	0.74	1	1	1	You.
6570	6982	B	1.0	1	2	2	Hello
7036	7206	B	1.0	1	3	3	and
7228	7702	B	0.99999	1	4	4	welcome.
7836	8226	B	0.99899	1	5	5	It's
8258	8674	B	1.0	1	6	6	September
8722	9234	B	0.99	1	7	7	18,
9282	9606	B	1.0	1	8	8	2023,
9628	11222	B	0.91	1	9	9	and
11276	11506	B	0.99983	1	10	10	it's
11538	11986	B	0.98344	1	11	11	active.
12018	12274	B	0.9953	1	12	12	Guest
12322	12850	B	0.99824	1	13	13	stream
12930	14166	B	0.96	1	14	14	57.1
14268	14630	B	0.99998	1	15	15	with
14700	15106	B	0.54798	1	16	16	Andy
15138	15826	B	0.99946	1	17	17	Keller.
15938	16178	B	0.99523	1	18	18	We're
16194	16326	B	0.8093	1	19	19	going
16348	16438	B	1.0	1	20	20	to
16444	16758	B	0.99996	1	21	21	be
16844	17142	B	1.0	1	22	22	talking
17196	17606	B	0.99999	1	23	23	about
17708	18274	B	0.99997	1	24	24	natural
18322	18898	B	0.99774	1	25	25	neural
18994	19570	B	0.58877	1	26	26	structure
19650	19846	B	0.99993	1	27	27	for
19868	20354	B	0.75511	1	28	28	artificial
20402	21250	B	0.69318	1	29	29	intelligence.
21410	21686	B	0.99995	2	1	30	There
21708	21846	B	0.6827	2	2	31	will
21868	22006	B	0.99996	2	3	32	be
22028	22166	B	1.0	2	4	33	a
22188	22770	B	0.99998	2	5	34	presentation
22850	23346	B	0.89559	2	6	35	followed
23378	23766	B	1.0	2	7	36	by
23868	24134	B	0.93	2	8	37	a
24172	24594	B	0.99999	2	9	38	discussion.
24642	24806	B	1.0	2	10	39	So
24828	24966	B	0.95581	2	11	40	if
24988	25186	B	0.99352	2	12	41	you're
25218	25510	B	0.70158	2	13	42	watching
25580	25862	B	1.0	2	14	43	live,
25916	26134	B	0.99998	2	15	44	please
26172	26326	B	0.99999	2	16	45	feel
26348	26534	B	0.99997	2	17	46	free
26572	26918	B	1.0	2	18	47	to
27004	27254	B	0.99993	2	19	48	write
27292	27542	B	0.99998	2	20	49	questions
27596	27718	B	0.99989	2	21	50	in
27724	27846	B	0.93	2	22	51	the
27868	28006	B	1.0	2	23	52	live
28028	28618	B	0.99988	2	24	53	chat.
28754	29322	B	0.99863	2	25	54	Otherwise,
29386	29614	B	0.99998	2	26	55	thank
29652	30046	B	1.0	2	27	56	you
30148	30554	B	0.97876	2	28	57	Andy,
30602	30766	B	0.99999	2	29	58	for
30788	31022	B	0.99937	2	30	59	this.
31076	31294	B	0.99991	2	31	60	Really
31332	31534	B	1.0	2	32	61	looking
31572	31774	B	1.0	2	33	62	forward
31812	31966	B	1.0	2	34	63	to
31988	32318	B	0.99771	2	35	64	it
32404	32654	B	1.0	2	36	65	and
32692	32846	B	1.0	2	37	66	to
32868	33054	B	1.0	2	38	67	you
33092	33246	B	0.99997	2	39	68	for
33268	33406	B	1.0	2	40	69	the
33428	34190	B	0.97132	2	41	70	presentation.
36370	36734	C	1.0	3	1	71	Yeah,
36772	36974	C	0.99965	3	2	72	thanks
37012	37166	C	1.0	3	3	73	so
37188	37854	C	0.99312	3	4	74	much.
38052	38414	C	0.99971	3	5	75	Thanks
38452	38606	C	0.99999	3	6	76	for
38628	38814	C	0.99998	3	7	77	having
38852	39006	C	1.0	3	8	78	me.
39028	39306	C	0.75594	3	9	79	I'm
39338	39582	C	0.99998	3	10	80	super
39636	39962	C	0.99979	3	11	81	excited
40026	40494	C	0.99	3	12	82	to
40612	40798	C	0.98275	3	13	83	be
40804	40926	C	0.99232	3	14	84	able
40948	41134	C	1.0	3	15	85	to
41172	41422	C	0.99997	3	16	86	present
41476	41646	C	0.99762	3	17	87	this
41668	41902	C	0.99831	3	18	88	stuff
41956	42282	C	0.90351	3	19	89	with
42356	42686	C	0.95806	3	20	90	Active
42718	43054	C	0.4354	3	21	91	Inference
43102	43314	C	0.99857	3	22	92	group.
43352	43950	C	0.80984	3	23	93	I'm
44110	44434	C	0.61	3	24	94	a
44472	44686	C	0.99984	3	25	95	fan
44718	44866	C	1.0	3	26	96	and
44888	45074	C	0.99993	3	27	97	very
45112	45458	C	0.8939	3	28	98	interested,
45544	45794	C	0.97	3	29	99	so.
45832	46530	A	0.96438	3	30	100	Hopefully.
48550	48866	C	0.98837	4	1	101	Get
48888	49026	C	1.0	4	2	102	to
49048	49138	C	0.99989	4	3	103	have
49144	49218	C	1.0	4	4	104	a
49224	49346	C	0.99974	4	5	105	good
49368	49726	C	0.99975	4	6	106	discussion
49758	49906	C	0.92	4	7	107	and
49928	50018	C	0.99986	4	8	108	see
50024	50146	C	0.56351	4	9	109	what
50168	50258	C	1.0	4	10	110	you
50264	50386	C	0.99962	4	11	111	guys
50408	50594	C	0.99996	4	12	112	think
50632	50834	C	0.99969	4	13	113	about
50872	51460	C	0.97005	4	14	114	it.
51990	52450	C	0.98	4	15	115	So
52520	52706	C	1.0	4	16	116	my
52728	52866	C	0.98	4	17	117	name
52888	53026	C	0.75082	4	18	118	is
53048	53470	C	0.89808	4	19	119	Andy.
53550	54078	C	0.73056	4	20	120	I'm
54174	54558	C	0.99998	4	21	121	finishing
54574	54706	C	0.9997	4	22	122	up
54728	54866	C	1.0	4	23	123	my
54888	55438	C	0.97289	4	24	124	PhD,
55534	56046	C	0.99801	4	25	125	supervised
56078	56226	C	0.99998	4	26	126	by
56248	56730	C	0.54481	4	27	127	Maxwelling
56750	56838	C	1.0	4	28	128	at
56844	56966	C	1.0	4	29	129	the
56988	57266	C	0.99987	4	30	130	University
57298	57398	C	1.0	4	31	131	of
57404	58310	C	0.7959	4	32	132	Amsterdam,
59130	59542	C	0.98956	4	33	133	starting
59596	59766	C	1.0	4	34	134	a
59788	60402	C	0.97078	4	35	135	postdoc
60466	60694	C	0.88	4	36	136	at
60732	61122	C	0.98682	4	37	137	Harvard
61186	61462	C	0.99984	4	38	138	after
61516	61926	C	0.99979	4	39	139	this.
62028	62774	C	0.91	4	40	140	So
62972	63346	C	0.99831	4	41	141	I'll
63378	63574	C	0.99989	4	42	142	start
63612	64246	C	0.98921	4	43	143	out
64428	64774	C	0.99919	4	44	144	just
64812	65062	C	0.99996	4	45	145	talking
65116	65478	C	0.99995	4	46	146	about
65564	65766	C	1.0	4	47	147	the
65788	65986	C	0.99959	4	48	148	goal
66018	66118	C	1.0	4	49	149	of
66124	66246	C	1.0	4	50	150	my
66268	66454	C	0.99999	4	51	151	work
66492	66646	C	0.99999	4	52	152	in
66668	67094	C	0.99998	4	53	153	general
67212	67494	C	0.9976	4	54	154	is
67532	67686	C	1.0	4	55	155	to
67708	67846	C	0.99997	4	56	156	try
67868	68054	C	1.0	4	57	157	to
68092	68342	C	1.0	4	58	158	bring
68396	68802	C	0.99192	4	59	159	modern
68866	69426	C	0.99915	4	60	160	artificial
69458	70130	C	0.97386	4	61	161	intelligence
70210	70802	C	0.63536	4	62	162	closer
70866	71334	C	1.0	4	63	163	to
71452	71734	C	1.0	4	64	164	more
71772	72082	C	0.99862	4	65	165	human
72156	72442	C	0.72	4	66	166	like
72496	73302	C	0.99969	4	67	167	generalization.
73446	73754	C	1.0	4	68	168	And
73792	74234	C	1.0	4	69	169	so
74352	74586	C	0.99996	4	70	170	what
74608	74746	C	1.0	4	71	171	we
74768	74954	C	0.99999	4	72	172	mean
74992	75146	C	1.0	4	73	173	by
75168	75354	C	1.0	4	74	174	this
75392	75594	C	0.9997	4	75	175	is
75632	75930	C	0.99871	4	76	176	maybe
76000	76234	C	1.0	4	77	177	some
76272	76378	C	1.0	4	78	178	sort
76384	76554	C	0.53	4	79	179	of
76592	77014	C	0.99809	4	80	180	structured
77062	78010	C	0.99991	4	81	181	generalization
78750	79114	C	1.0	4	82	182	or
79152	79450	C	0.99937	4	83	183	maybe
79520	79706	C	1.0	4	84	184	more
79728	80038	C	0.99995	4	85	185	familiar
80054	80138	C	1.0	4	86	186	to
80144	80266	C	0.74	4	87	187	the
80288	80486	C	0.98369	4	88	188	active
80518	80818	C	0.99773	4	89	189	inference
80854	81102	C	0.83369	4	90	190	community,
81156	81326	C	1.0	4	91	191	like
81348	81486	C	1.0	4	92	192	a
81508	81882	C	0.99408	4	93	193	structured
81946	82222	C	0.99998	4	94	194	world
82276	82782	C	0.99988	4	95	195	model
82916	83166	C	0.99997	4	96	196	which
83188	83326	C	0.99999	4	97	197	we
83348	83582	C	0.99999	4	98	198	believe
83636	83806	C	0.99996	4	99	199	that
83828	84186	C	0.99899	4	100	200	humans
84218	84606	C	0.99607	4	101	201	have.
84708	84974	C	0.59	5	1	202	And
85012	85118	C	1.0	5	2	203	the
85124	85246	C	1.0	5	3	204	way
85268	85358	C	0.99997	5	4	205	that
85364	85534	C	0.97545	5	5	206	we
85572	85834	C	0.73242	5	6	207	propose
85882	85998	C	1.0	5	7	208	to
86004	86174	C	0.52515	5	8	209	do
86212	86510	C	0.99999	5	9	210	this
86580	86910	C	0.74927	5	10	211	is
86980	87214	C	0.99999	5	11	212	by
87252	87754	C	0.5834	5	12	213	integrating
87802	88234	C	0.99906	5	13	214	natural
88282	88634	C	0.91955	5	14	215	neural
88682	89402	C	0.99988	5	15	216	structure
89546	89950	C	1.0	5	16	217	into
90020	90554	C	0.99995	5	17	218	artificial
90602	91470	C	0.99806	5	18	219	intelligence.
92210	92634	C	1.0	5	19	220	So
92692	92914	C	1.0	5	20	221	first
92952	93166	C	0.98906	5	21	222	let's
93198	93710	C	0.73908	5	22	223	define
93790	93986	C	1.0	5	23	224	what
94008	94146	C	1.0	5	24	225	we
94168	94402	C	1.0	5	25	226	mean
94456	94770	C	1.0	5	26	227	by
94840	95246	C	0.95977	5	27	228	structured
95278	96130	C	0.59294	5	28	229	generalization.
96550	96866	C	1.0	5	29	230	So
96888	96978	C	1.0	5	30	231	I
96984	97106	C	1.0	5	31	232	think
97128	97278	C	0.9999	5	32	233	it's
97294	97486	C	0.92956	5	33	234	fairly
97518	98254	C	0.92767	5	34	235	uncontroversial
98302	98466	C	1.0	5	35	236	to
98488	98626	C	0.99999	5	36	237	say
98648	98978	C	0.99998	5	37	238	that
99064	99486	C	0.66938	5	38	239	modern
99518	99854	C	0.99518	5	39	240	machine
99902	100258	C	0.99999	5	40	241	learning
100344	101102	C	0.99961	5	41	242	generalizes
101166	101582	C	0.99366	5	42	243	beyond
101646	101874	C	0.99995	5	43	244	its
101912	102210	C	0.99997	5	44	245	training
102280	102606	C	0.69763	5	45	246	sets
102638	102738	C	0.99999	5	46	247	in
102744	102866	C	1.0	5	47	248	the
102888	103262	C	1.0	5	48	249	traditional
103326	103842	C	1.0	5	49	250	sense.
103976	104322	C	1.0	5	50	251	So
104376	104558	C	1.0	5	51	252	for
104584	104918	C	1.0	5	52	253	example,
105004	105254	C	0.99997	5	53	254	even
105292	105446	C	1.0	5	54	255	the
105468	105794	C	0.68906	5	55	256	earliest
105842	106306	C	0.51833	5	56	257	artificial
106338	106706	C	0.99997	5	57	258	neural
106738	107330	C	0.99983	5	58	259	networks,
107410	108018	C	0.85838	5	59	260	multilayer
108034	108706	C	0.99946	5	60	261	perceptrons,
108738	108886	C	0.99764	5	61	262	could
108908	109046	C	0.99997	5	62	263	be
109068	109346	C	0.99997	5	63	264	trained
109378	109526	C	1.0	5	64	265	on
109548	109782	C	0.99998	5	65	266	data
109836	110146	C	0.99126	5	66	267	sets
110178	110566	C	1.0	5	67	268	of
110668	111234	C	0.99999	5	68	269	images
111282	111494	C	1.0	5	69	270	like
111532	112070	C	0.99999	5	70	271	this
112220	112534	C	0.98	5	71	272	and
112572	112946	C	0.99971	5	72	273	achieve
112978	113174	C	0.99993	5	73	274	high
113212	114146	C	0.84485	5	74	275	accuracy.
114338	114694	C	0.79176	5	75	276	Then,
114732	114934	C	0.69835	5	76	277	when
114972	115186	C	0.99993	5	77	278	they're
115218	115634	C	0.9968	5	78	279	presented
115682	115846	C	1.0	5	79	280	with
115868	116006	C	1.0	5	80	281	a
116028	116306	C	0.99577	5	81	282	held
116338	116486	C	0.99971	5	82	283	out
116508	116694	C	0.99995	5	83	284	test
116732	116886	C	0.99956	5	84	285	set
116908	117046	C	1.0	5	85	286	of
117068	117346	C	1.0	5	86	287	images
117378	117478	C	0.99578	5	87	288	that
117484	117746	C	0.95231	5	88	289	they've
117778	117926	C	0.99999	5	89	290	never
117948	118182	C	1.0	5	90	291	seen
118236	118610	C	1.0	5	91	292	before,
118700	118906	C	0.99984	5	92	293	they
118928	119066	C	0.99996	5	93	294	can
119088	119274	C	0.99999	5	94	295	still
