start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
6180	6730	A	0.69	1	1	1	You.
8780	9432	A	0.99991	2	1	2	Hello.
9566	10008	A	0.97233	2	2	3	Welcome,
10094	10824	A	0.99994	2	3	4	everyone.
11022	11384	A	0.98	2	4	5	It
11422	12056	A	0.95581	2	5	6	is
12238	12884	A	0.48	2	6	7	October
12932	13444	A	0.84	2	7	8	25,
13492	14680	A	0.96	2	8	9	2023.
14830	15156	A	0.99856	2	9	10	We're
15188	15384	A	0.99995	2	10	11	in
15422	15796	A	0.99955	2	11	12	active
15828	16116	A	0.95882	2	12	13	inference
16148	16296	A	0.99999	2	13	14	for
16318	16408	A	1.0	2	14	15	the
16414	16680	A	0.99999	2	15	16	social
16750	17480	A	0.99835	2	16	17	sciences,
18140	18648	A	1.0	2	17	18	and
18734	19032	A	0.68	2	18	19	today
19086	19268	A	0.99997	2	19	20	we're
19284	19368	A	0.99998	2	20	21	in
19374	19496	A	1.0	2	21	22	a
19518	19972	A	0.87322	2	22	23	discussion
20036	20772	A	0.99889	2	23	24	section.
20916	21176	A	1.0	2	24	25	It
21198	21624	A	0.99951	2	25	26	is
21742	22308	A	0.26327	2	26	27	Avel
22324	22456	A	1.0	2	27	28	and
22478	23144	A	0.79	2	28	29	I,
23342	23752	A	1.0	2	29	30	and
23806	24084	A	0.86664	2	30	31	we'll
24132	24344	A	1.0	2	31	32	start
24382	24632	A	0.99994	2	32	33	off
24686	24856	A	0.99999	2	33	34	by
24878	25064	A	0.67727	2	34	35	just
25102	25304	A	0.99997	2	35	36	saying
25342	25640	A	0.99999	2	36	37	hello
25710	25944	A	1.0	2	37	38	and
25982	26088	A	0.99996	2	38	39	kind
26094	26216	A	1.0	2	39	40	of
26238	26756	A	0.90813	2	40	41	reflecting
26788	26984	A	0.99996	2	41	42	on
27022	27176	A	0.99998	2	42	43	where
27198	27396	A	0.99607	2	43	44	we're
27428	27720	A	0.95	2	44	45	at
27790	28456	A	0.99998	2	45	46	with
28638	29032	A	0.61	2	46	47	the
29086	29690	A	0.99998	2	47	48	course.
30380	30816	A	0.9998	3	1	49	Then
30878	31488	A	0.91435	3	2	50	in
31654	31936	A	0.99996	3	3	51	we
31958	32144	A	0.99958	3	4	52	have
32182	32384	A	1.0	3	5	53	the
32422	32864	A	0.99991	3	6	54	questions
32982	33744	A	0.53437	3	7	55	form
33942	34352	A	0.99998	3	8	56	that
34406	34672	A	0.99998	3	9	57	is
34726	34896	A	0.99992	3	10	58	on
34918	35104	A	0.79	3	11	59	the
35142	35392	A	0.99991	3	12	60	course
35446	35760	A	1.0	3	13	61	website.
35830	36076	A	0.99931	3	14	62	It's
36108	36208	A	0.99994	3	15	63	in
36214	36288	A	1.0	3	16	64	the
36294	36512	A	0.99996	3	17	65	video
36566	37360	A	0.83631	3	18	66	description.
38020	38384	A	0.99996	3	19	67	Feel
38422	38624	A	0.99999	3	20	68	free
38662	39008	A	0.84	3	21	69	to
39094	39484	A	0.72389	3	22	70	submit
39532	39936	A	0.99997	3	23	71	questions
40038	40396	A	0.86392	3	24	72	via
40428	40624	A	0.99999	3	25	73	this
40662	41250	A	0.99841	3	26	74	form.
41780	42096	A	1.0	3	27	75	And
42118	42592	A	0.69264	3	28	76	then
42726	43312	A	1.0	3	29	77	today
43446	43836	A	0.70743	3	30	78	we're
43868	44016	A	0.99994	3	31	79	going
44038	44610	A	0.9	3	32	80	to
45140	45468	A	1.0	3	33	81	look
45494	45636	A	0.95	3	34	82	at
45658	45796	A	1.0	3	35	83	the
45818	46052	A	0.99994	3	36	84	questions
46106	46276	A	0.85991	3	37	85	that
46298	46484	A	0.99118	3	38	86	have
46522	46676	A	1.0	3	39	87	been
46698	47232	A	0.56444	3	40	88	submitted
47296	47524	A	1.0	3	41	89	and
47562	47764	A	0.99996	3	42	90	not
47802	48224	A	0.99152	3	43	91	answered
48272	48820	A	0.99997	3	44	92	yet,
48970	49284	A	1.0	3	45	93	and
49322	49536	A	0.99764	3	46	94	we'll
49568	49764	A	0.99966	3	47	95	just
49802	50004	A	0.99996	3	48	96	give
50042	50292	A	0.99998	3	49	97	some
50346	50784	A	0.99941	3	50	98	thoughts
