start	end	sentNum	speaker	confidence	wordPosSent	wordPosDoc	text
2940	3490	1	A	0.64	1	1	You.
7700	8400	2	B	0.96841	1	2	Hello
8550	8864	2	B	1.0	2	3	and
8902	9152	2	B	1.0	3	4	welcome,
9206	9810	2	B	0.99996	4	5	everybody.
10340	10848	3	B	0.99999	1	6	This
10934	11280	3	B	0.99998	2	7	is
11350	11900	3	B	0.9997	3	8	physics
11980	12272	3	B	0.99986	4	9	as
12326	12784	3	B	0.99999	5	10	information
12902	13852	3	B	0.99992	6	11	processing.
13996	14780	4	B	0.8394	1	12	It's
14940	15532	4	B	0.99	2	13	October
15596	16252	4	B	0.93	3	14	28,
16316	16656	4	B	1.0	4	15	2023,
16678	18400	4	B	0.93	5	16	and
18470	18844	4	B	0.83969	6	17	we're
18892	19488	4	B	0.77803	7	18	in
19654	20668	4	B	0.99705	8	19	discussion
20844	21570	4	B	1.0	9	20	six,
22180	22544	4	B	0.99996	10	21	so
22582	22796	4	B	0.99977	11	22	we'll
22828	23410	4	B	0.99999	12	23	see
24020	24384	4	B	0.99998	13	24	where
24422	24576	4	B	1.0	14	25	and
24598	24784	4	B	0.99994	15	26	how
24822	25024	4	B	1.0	16	27	and
25062	25264	4	B	0.99993	17	28	when
25302	25456	4	B	0.99995	18	29	we
25478	26050	4	B	0.99998	19	30	go.
26420	26736	5	B	0.99979	1	31	But
26758	26896	5	B	1.0	2	32	to
26918	27104	5	B	0.99971	3	33	begin
27142	27800	5	B	0.95174	4	34	with,
27990	28440	5	B	0.77725	5	35	thank
28510	28696	5	B	1.0	6	36	you
28718	29000	5	B	0.99986	7	37	for
29070	29496	5	B	0.99999	8	38	watching.
29598	29816	6	B	0.99997	1	39	If
29838	30036	6	B	0.96058	2	40	you're
30068	30408	6	B	0.99996	3	41	watching
30494	30984	6	B	0.99992	4	42	live,
31102	31432	6	B	0.99999	5	43	please
31486	31752	6	B	0.94133	6	44	feel
31806	32216	6	B	0.98	7	45	free
32318	32824	6	B	1.0	8	46	to
32942	33272	6	B	0.99997	9	47	write
33326	33592	6	B	0.9999	10	48	any
33646	34008	6	B	0.99999	11	49	questions
34094	34344	6	B	1.0	12	50	or
34382	34820	6	B	0.94208	13	51	comments
34900	35192	6	B	0.99985	14	52	in
35246	35416	6	B	1.0	15	53	the
35438	35672	6	B	0.79271	16	54	live
35726	36276	6	B	0.99999	17	55	chat.
36388	36664	7	B	0.99998	1	56	As
36702	36856	7	B	0.99999	2	57	this
36878	37016	7	B	0.99983	3	58	is
37038	37320	7	B	0.86995	4	59	our
37390	37720	7	B	0.99998	5	60	last
37790	38660	7	B	0.99997	6	61	discussion,
38820	39156	7	B	0.991	7	62	we're
39188	39336	7	B	0.99986	8	63	going
39358	39496	7	B	1.0	9	64	to
39518	39800	7	B	0.99742	10	65	be
39870	40356	7	B	0.99978	11	66	probably
40478	41304	7	B	0.9096	12	67	ranging
41432	42380	7	B	0.98775	13	68	broadly,
42800	43550	7	B	0.67982	14	69	so
44160	44572	7	B	0.7323	15	70	looking
44626	44844	7	B	0.99996	16	71	forward
44882	45036	7	B	1.0	17	72	to
45058	45336	7	B	0.85726	18	73	people's
45368	45704	7	B	0.99995	19	74	comments
45752	46300	7	B	0.9996	20	75	there.
46450	47208	8	B	0.97391	1	76	Otherwise,
47304	47736	8	B	0.99984	2	77	perhaps
47768	47964	8	B	0.61328	3	78	we
48002	48156	8	B	0.99999	4	79	can
48178	48604	8	B	0.99998	5	80	all
48722	49004	8	B	1.0	6	81	go
49042	49484	8	B	0.92466	7	82	around
49602	50268	8	B	1.0	8	83	first
50434	51244	8	B	1.0	9	84	and
51442	51804	8	B	0.99987	10	85	say
51842	52092	8	B	0.99996	11	86	hello
52146	52364	8	B	0.95	12	87	or
52402	52556	8	B	1.0	13	88	just
52578	52824	8	B	0.99999	14	89	give
52882	53152	8	B	0.99995	15	90	any
53206	53516	8	B	0.99975	16	91	thoughts
53548	53696	8	B	1.0	17	92	or
53718	54640	8	B	0.99974	18	93	reflections
55380	55696	8	B	1.0	19	94	to
55718	55904	8	B	1.0	20	95	get
55942	56240	8	B	0.99998	21	96	things
56310	56930	8	B	0.99997	22	97	going.
57300	57616	9	B	1.0	1	98	And
57638	57872	9	B	1.0	2	99	then
57926	58156	9	B	0.9968	3	100	we'll
58188	58524	9	B	0.99998	4	101	jump
58572	58880	9	B	0.9998	5	102	into
58950	59184	9	B	0.99989	6	103	some
59222	59376	9	B	1.0	7	104	of
59398	59824	9	B	0.92	8	105	the
59942	60320	9	B	0.99997	9	106	questions
60390	60576	9	B	1.0	10	107	and
60598	60956	9	B	0.99996	11	108	answers
60988	61136	9	B	1.0	12	109	and
61158	61296	9	B	0.99993	13	110	look
61318	61552	9	B	1.0	14	111	at
61606	61776	9	B	0.99998	15	112	some
61798	61936	9	B	1.0	16	113	of
61958	62530	9	B	0.99965	17	114	these
63300	63760	9	B	0.99992	18	115	great
63830	64156	9	B	0.99993	19	116	thoughts
64188	64336	9	B	0.99992	20	117	that
64358	64544	9	B	0.98667	21	118	have
64582	65170	9	B	0.99996	22	119	been
66040	66596	9	B	0.98809	23	120	sent
66698	67012	9	B	1.0	24	121	and
67066	67616	9	B	0.95974	25	122	responded
67648	67988	9	B	1.0	26	123	to.
68074	68756	10	B	0.95093	1	124	So
68938	69552	10	B	0.99753	2	125	perhaps
69616	70080	10	B	0.99848	3	126	Dean
70160	70356	10	B	1.0	4	127	and
70378	70900	10	B	1.0	5	128	then
71050	71616	10	B	0.88392	6	129	Harrison.
71648	72420	11	B	0.99406	1	130	David,
73400	73908	11	B	0.99905	2	131	any
73994	74340	11	B	0.99952	3	132	just
74410	75152	11	B	0.99843	4	133	overall
75296	75776	11	B	0.99991	5	134	thoughts
75808	76100	11	B	1.0	6	135	or
76170	76720	11	B	0.99994	7	136	comments
76800	77236	11	B	1.0	8	137	to
77338	77616	11	B	1.0	9	138	get
77658	77864	11	B	0.94	10	139	us
77902	78490	11	B	0.97935	11	140	going?
80060	80424	12	C	0.99981	1	141	Thanks.
80462	80980	13	C	0.99574	1	142	Daniel.
81060	81256	14	C	1.0	1	143	I
81278	81416	14	C	0.99998	2	144	guess
81438	81624	14	C	1.0	3	145	my
81662	82132	14	C	0.99998	4	146	overall
82196	82772	14	C	0.88117	5	147	impression
82836	83064	14	C	0.99951	6	148	was
83102	83304	14	C	0.99963	7	149	that
83342	83544	14	C	0.6	8	150	I
83582	83736	14	C	0.99998	9	151	think
83758	83944	14	C	0.99954	10	152	that
83982	84136	14	C	1.0	11	153	the
84158	84344	14	C	0.99996	12	154	way
84382	84632	14	C	0.59687	13	155	that
84686	85384	14	C	0.99	14	156	the
85582	86330	14	C	0.99998	15	157	entire
86860	87412	14	C	0.99953	16	158	series
87476	88040	14	C	0.99997	17	159	was
88190	89160	14	C	0.99967	18	160	organized
89740	90490	14	C	0.99	19	161	and
90860	91908	14	C	0.99952	20	162	structured
92084	92608	14	C	0.85829	21	163	allowed
92644	92796	14	C	0.99998	22	164	for
92818	93004	14	C	0.99999	23	165	these
93042	93256	14	C	0.9997	24	166	kinds
93288	93436	14	C	1.0	25	167	of
93458	93912	14	C	0.99989	26	168	conversations
93976	94108	14	C	1.0	27	169	that
94114	94296	14	C	0.6179	28	170	we're
94328	94476	14	C	1.0	29	171	having
94498	94684	14	C	1.0	30	172	today,
94722	94876	14	C	1.0	31	173	which
94898	94988	14	C	1.0	32	174	I
94994	95068	14	C	1.0	33	175	think
95074	95244	14	C	0.55691	34	176	are
95282	95580	14	C	0.99998	35	177	really
95650	96216	14	C	0.99933	36	178	valuable.
96328	96556	15	C	0.99999	1	179	As
96578	96668	15	C	1.0	2	180	you
96674	96844	15	C	0.9946	3	181	can
96882	97084	15	C	1.0	4	182	see
97122	97276	15	C	0.99999	5	183	on
97298	97868	15	C	0.58	6	184	the
98034	98504	15	C	0.95869	7	185	slide
98552	98812	15	C	0.99999	8	186	here,
98866	99036	15	C	0.76	9	187	I
99058	99630	15	C	0.99998	10	188	think
101040	101308	15	C	1.0	11	189	a
101314	101484	15	C	0.99986	12	190	lot
101522	102060	15	C	1.0	13	191	of
102210	102632	15	C	0.99985	14	192	question
102706	102944	15	C	0.51	15	193	and
102982	103664	15	C	0.99999	16	194	answer
103862	104348	15	C	0.99894	17	195	tends
104364	104544	15	C	1.0	18	196	to
104582	105168	15	C	0.99999	19	197	be
105334	105836	15	C	0.99269	20	198	focused
105868	106400	15	C	1.0	21	199	around
106550	106864	15	C	0.99999	22	200	what
106902	107490	15	C	0.59118	23	201	is,
109380	110124	15	C	0.97771	24	202	whereas
110252	110544	15	C	0.7	25	203	the
110582	111180	15	C	0.48825	26	204	conversations
111260	111408	15	C	0.99999	27	205	that
111414	111676	15	C	0.99995	28	206	we've
111708	112290	15	C	0.99992	29	207	had,
112740	113056	15	C	1.0	30	208	we
113078	113216	15	C	1.0	31	209	can
113238	113376	15	C	0.99997	32	210	sort
113398	113536	15	C	1.0	33	211	of
113558	113836	15	C	0.86375	34	212	tease
113868	114064	15	C	0.66647	35	213	that
114102	114316	15	C	0.77895	36	214	apart
114348	114448	15	C	1.0	37	215	a
114454	114576	15	C	0.99999	38	216	little
114598	114736	15	C	1.0	39	217	bit
114758	114896	15	C	1.0	40	218	and
114918	115104	15	C	0.99986	41	219	ask
115142	115392	15	C	1.0	42	220	questions
115446	115760	15	C	0.64672	43	221	around
115830	116064	15	C	0.99993	44	222	what
116102	116640	15	C	0.99894	45	223	if?
116790	117056	16	C	1.0	1	224	And
117078	117216	16	C	1.0	2	225	get
117238	117388	16	C	0.99999	3	226	into
117414	117556	16	C	0.86	4	227	the
117578	118352	16	C	0.88599	5	228	counterfactual
118416	118596	16	C	0.99999	6	229	piece
118618	118756	16	C	1.0	7	230	of
118778	119012	16	C	1.0	8	231	it
119066	119284	16	C	1.0	9	232	and
119322	119744	16	C	0.99951	10	233	interact
119792	120004	16	C	0.9997	11	234	around
120042	120196	16	C	0.83908	12	235	that.
120218	120356	17	C	0.99	1	236	And
120378	120528	17	C	0.7301	2	237	I've
120544	120724	17	C	0.99977	3	238	really,
120762	120964	17	C	0.81178	4	239	really
121002	121552	17	C	0.99986	5	240	appreciated
121616	121892	17	C	0.99963	6	241	that.
121946	122404	18	C	0.98811	1	242	So
122522	122864	18	C	0.99351	2	243	that's
122912	123124	18	C	1.0	3	244	my
123162	124000	18	C	0.99997	4	245	overall
124160	124580	18	C	0.9999	5	246	sense
124650	124884	18	C	0.99996	6	247	that
124922	125124	18	C	0.60781	7	248	we
125162	125376	18	C	0.99988	8	249	haven't
125408	125652	18	C	0.99999	9	250	left
125706	125924	18	C	1.0	10	251	it
125962	126116	18	C	0.98194	11	252	sort
126138	126372	18	C	1.0	12	253	of
126426	126692	18	C	0.88972	13	254	on
126746	127012	18	C	1.0	14	255	the
127066	127670	18	C	0.95816	15	256	page.
129100	129604	19	C	0.87781	1	257	We've
129652	129912	19	C	0.91092	2	258	actually
129966	130184	19	C	0.76761	3	259	been
130222	130424	19	C	0.59324	4	260	able
130462	130616	19	C	1.0	5	261	to
130638	130776	19	C	0.9398	6	262	sort
130798	131032	19	C	1.0	7	263	of
131086	131476	19	C	0.98993	8	264	breathe
131508	131656	19	C	0.99967	9	265	some
131678	131912	19	C	0.99994	10	266	life
131966	132136	19	C	0.9997	11	267	into
132158	132440	19	C	0.32	12	268	it
132510	132744	19	C	0.99973	13	269	through
132782	132936	19	C	0.99983	14	270	these
132958	133800	19	C	0.94296	15	271	conversations.
138270	139018	20	B	0.83268	1	272	Cool.
139184	140090	21	B	0.35721	1	273	Haris?
141550	142300	22	D	0.97878	1	274	Yeah,
142830	143158	22	D	0.67	2	275	I
143184	143374	22	D	0.97616	3	276	just
143412	143662	22	D	0.81234	4	277	wanted
143716	143886	22	D	1.0	5	278	to
143908	144046	22	D	0.99979	6	279	say
144068	144254	22	D	0.99891	7	280	that
144292	144446	22	D	1.0	8	281	it
144468	144654	22	D	0.82855	9	282	was
144692	144942	22	D	0.94	10	283	a
144996	145262	22	D	0.99998	11	284	great
145316	146030	22	D	0.99863	12	285	series.
146370	146734	23	D	0.9996	1	286	We
146772	147118	23	D	0.99958	2	287	all
147204	147546	23	D	0.96143	3	288	learned
147578	147678	23	D	1.0	4	289	a
147684	147902	23	D	0.99981	5	290	lot,
147956	148126	23	D	1.0	6	291	and
148148	148238	23	D	0.99991	7	292	we
148244	148414	23	D	0.64152	8	293	got
148452	148606	23	D	1.0	9	294	the
148628	149102	23	D	0.99983	10	295	opportunity
149236	149966	23	D	1.0	11	296	to
150148	150590	23	D	0.88756	12	297	even
150660	151086	23	D	0.99987	13	298	ask
151188	151840	23	D	0.99998	14	299	questions
153730	154142	23	D	0.67	15	300	to
154196	154870	23	D	0.69818	16	301	Chris
155050	155780	23	D	1.0	17	302	and
156150	156514	23	D	1.0	18	303	get
156552	156802	23	D	0.99993	19	304	back
156856	157122	23	D	1.0	20	305	some
157176	157394	23	D	0.99999	21	306	very
157432	158318	23	D	0.95165	22	307	insightful
158494	159570	23	D	0.99159	23	308	answers
160310	160866	23	D	0.74877	24	309	that
160968	161186	23	D	0.99785	25	310	they
161208	161346	23	D	0.99987	26	311	are
161368	161602	23	D	0.99999	27	312	very
161656	162062	23	D	0.61586	28	313	helpful
162126	162306	23	D	1.0	29	314	in
162328	162610	23	D	0.99999	30	315	order
162680	163250	23	D	1.0	31	316	to,
163400	163758	23	D	0.50174	32	317	let's
163774	163954	23	D	0.95155	33	318	say,
163992	164206	23	D	0.99999	34	319	push
164238	164434	23	D	1.0	35	320	the
164472	164974	23	D	0.9996	36	321	envelope
165022	165620	23	D	0.99999	37	322	forward.
166550	167182	24	D	0.95476	1	323	Overall,
167246	167534	24	D	1.0	2	324	this
167592	167766	24	D	0.99261	3	325	has
167788	168262	24	D	0.99997	4	326	been
168396	168694	24	D	0.98	5	327	a
168732	169318	24	D	0.99992	6	328	great
169484	170226	24	D	0.99968	7	329	series.
170338	170706	25	D	0.9971	1	330	I've
170738	171026	25	D	0.99917	2	331	enjoyed
171058	171206	25	D	1.0	3	332	it
171228	171366	25	D	0.79	4	333	a
171388	172006	25	D	0.99986	5	334	lot.
172188	172630	26	D	0.99	1	335	And
172700	173030	26	D	0.54306	2	336	while
173100	173666	26	D	0.99883	3	337	conversing
173698	173894	26	D	1.0	4	338	with
173932	174134	26	D	0.99999	5	339	some
174172	174326	26	D	1.0	6	340	of
174348	174870	26	D	1.0	7	341	my
175020	175910	26	D	0.99004	8	342	colleagues,
176330	176694	26	D	0.99987	9	343	they
176732	176982	26	D	0.99997	10	344	also
177036	177394	26	D	0.61042	11	345	enjoyed
177442	177654	26	D	0.99	12	346	it.
177692	178280	27	D	0.94397	1	347	So
178650	178966	27	D	1.0	2	348	the
178988	179666	27	D	0.53737	3	349	feedback
179778	180114	27	D	0.99977	4	350	is
180172	180826	27	D	0.98002	5	351	great.
181008	181546	28	D	0.99	1	352	And
181648	182010	28	D	0.99988	2	353	thanks
182080	182506	28	D	1.0	3	354	to
182608	183046	28	D	0.96333	4	355	active
183078	183526	28	D	0.97025	5	356	Inference
183558	184102	28	D	0.98994	6	357	Institute
184166	184490	28	D	0.99992	7	358	for
184560	185382	28	D	0.86547	8	359	facilitating
185446	185770	28	D	0.50163	9	360	this,
185840	186170	28	D	0.98	10	361	and
186240	186474	28	D	1.0	11	362	to
186512	186714	28	D	1.0	12	363	you
186752	187340	28	D	0.98997	13	364	guys.
188670	189034	29	A	0.99872	1	365	Thank
189072	189466	29	A	0.99	2	366	you.
189568	189834	30	B	0.99952	1	367	ThanK
189872	190362	30	B	1.0	2	368	you
190496	190842	30	B	0.52	3	369	and
190896	191450	30	B	0.99995	4	370	welcome.
191600	192134	31	B	0.99994	1	371	David,
192182	192298	31	B	0.99994	2	372	if
192304	192426	31	B	1.0	3	373	you
192448	192538	31	B	0.9944	4	374	want
192544	192678	31	B	1.0	5	375	to
192704	193182	31	B	0.99953	6	376	just
193316	193662	31	B	0.99999	7	377	begin
193716	193934	31	B	1.0	8	378	with,
193972	194222	31	B	0.99998	9	379	any
194276	194634	31	B	0.99948	10	380	thoughts
194682	195086	31	B	1.0	11	381	or
195188	195502	31	B	0.99998	12	382	what
195556	195786	31	B	0.99996	13	383	brought
195818	195966	31	B	1.0	14	384	you
195988	196174	31	B	0.99997	15	385	into
196212	196366	31	B	1.0	16	386	the
196388	196670	31	B	0.99998	17	387	game
196740	196926	31	B	0.99998	18	388	in
196948	197038	31	B	1.0	19	389	the
197044	197262	31	B	0.99962	20	390	bottom
197316	197438	31	B	1.0	21	391	of
197444	197566	31	B	1.0	22	392	the
197588	198190	31	B	0.71	23	393	9th?
202050	202800	32	A	0.99972	1	394	Well,
204950	205266	32	A	0.5051	2	395	in
205288	205522	32	A	0.99999	3	396	school,
205576	205746	32	A	1.0	4	397	I
205768	205906	32	A	0.99995	5	398	was
205928	206162	32	A	0.99998	6	399	actually
206216	206530	32	A	0.83225	7	400	trying
206600	207220	32	A	1.0	8	401	to
208470	209220	32	A	0.99946	9	402	use
209590	210002	32	A	1.0	10	403	free
210056	210610	32	A	0.99997	11	404	energy
210760	211506	32	A	1.0	12	405	to
211688	212130	32	A	0.99999	13	406	develop
212200	212386	32	A	0.99999	14	407	some
212408	212546	32	A	1.0	15	408	sort
212568	212658	32	A	1.0	16	409	of
212664	212786	32	A	1.0	17	410	a
212808	213134	32	A	0.99999	18	411	network
213182	213346	32	A	1.0	19	412	of
213368	213842	32	A	0.99987	20	413	agents
213976	214370	32	A	0.99998	21	414	that
214440	215058	32	A	0.99963	22	415	were
215224	215854	32	A	0.99897	23	416	deciding
215902	216114	32	A	0.99988	24	417	what
216152	216450	32	A	1.0	25	418	information
216520	216754	32	A	0.95	26	419	to
216792	216994	32	A	0.99997	27	420	send
217032	217138	32	A	0.99	28	421	and
217144	217314	32	A	0.99975	29	422	what
217352	217554	32	A	1.0	30	423	states
217592	217698	32	A	1.0	31	424	to
