start	end	speaker	confidence	paragNum	paragWordCount	wordPos	text
7590	7802	A	0.86814	1	1	1	Hello
7856	8026	A	1.0	1	2	2	and
8048	8618	A	0.99993	1	3	3	welcome.
8784	9302	A	0.80864	1	4	4	It's.
9366	9878	A	0.20294	1	5	5	ActInf
9894	10074	A	0.61149	1	6	6	Lab
10112	10502	A	0.9189	1	7	7	Livestream
10566	11986	A	0.95	1	8	8	52.22
12108	12634	A	0.99904	1	9	9	on
12752	13094	A	0.93	1	10	10	March
13142	13494	A	0.63	1	11	11	9,
13542	14940	A	0.96	1	12	12	2023.
15870	16282	A	0.99995	1	13	13	Welcome
16336	16554	A	0.72	1	14	14	to
16592	16698	A	1.0	1	15	15	the
16704	17206	A	0.18404	1	16	16	Octemf
17238	17990	A	0.99243	1	17	17	Institute.
18150	18518	A	0.53999	1	18	18	We're
18534	18666	A	0.96	1	19	19	a
18688	19462	A	0.9944	1	20	20	participatory
19526	19850	A	1.0	1	21	21	online
19920	20470	A	0.99828	1	22	22	institute
20550	20746	A	0.99958	1	23	23	that
20768	20954	A	0.9975	1	24	24	is
20992	21542	A	0.99321	1	25	25	communicating,
21606	21834	A	0.99672	1	26	26	learning,
21872	22074	A	0.62	1	27	27	and
22112	22710	A	0.97688	1	28	28	practicing
22790	23126	A	0.81292	1	29	29	applied
23158	23478	A	0.59679	1	30	30	active
23494	24330	A	0.94	1	31	31	inference.
25230	25546	A	0.99966	2	1	32	You
25568	25658	A	1.0	2	2	33	can
25664	25834	A	0.84643	2	3	34	find
25872	26074	A	1.0	2	4	35	more
26112	26554	A	0.99965	2	5	36	information
26672	26954	A	0.99989	2	6	37	on
26992	27194	A	0.9996	2	7	38	these
27232	28038	A	0.98047	2	8	39	links.
28214	28554	A	0.99958	2	9	40	This
28592	28746	A	0.9988	2	10	41	is
28768	28858	A	0.98	2	11	42	a
28864	29394	A	0.71919	2	12	43	recorded
29552	29826	A	0.74	2	13	44	and
29848	30254	A	0.90859	2	14	45	archive
30302	30466	A	0.52022	2	15	46	live
30488	30766	A	0.4204	2	16	47	streams,
30798	30946	A	0.99737	2	17	48	so
30968	31202	A	0.99982	2	18	49	please
31256	31570	A	0.99996	2	19	50	provide
31640	32062	A	0.98892	2	20	51	feedback
32126	32306	A	0.9999	2	21	52	so
32328	32466	A	0.99825	2	22	53	we
32488	32626	A	1.0	2	23	54	can
32648	33054	A	0.99913	2	24	55	improve
33102	33314	A	0.9995	2	25	56	our
33352	33940	A	0.99992	2	26	57	work.
34310	34674	A	0.99885	2	27	58	All
34712	35246	A	0.4529	2	28	59	backgrounds
35278	35474	A	0.86	2	29	60	and
35512	36014	A	0.9994	2	30	61	perspectives
36062	36274	A	0.99735	2	31	62	are
36312	36802	A	0.99704	2	32	63	welcome,
36936	37234	A	1.0	2	33	64	and
37272	37438	A	0.68622	2	34	65	we'll
37454	37586	A	0.99922	2	35	66	be
37608	38238	A	0.99991	2	36	67	following
38334	38642	A	0.99908	2	37	68	video
38696	39166	A	0.47652	2	38	69	etiquette
39198	39346	A	0.99846	2	39	70	for
39368	40370	A	0.5409	2	40	71	Livestreams
41190	41506	A	0.99994	2	41	72	head
41528	41714	A	0.9994	2	42	73	over
41752	41954	A	0.99901	2	43	74	Active
41992	43538	A	0.68	2	44	75	Inference.org
43634	43846	A	1.0	2	45	76	to
43868	44054	A	0.99996	2	46	77	learn
44092	44438	A	0.95	2	47	78	more
44524	44918	A	1.0	2	48	79	about
45004	45254	A	0.99995	2	49	80	getting
45292	45634	A	0.65982	2	50	81	involved
45682	46038	A	0.99995	2	51	82	with
46124	46546	A	0.86317	2	52	83	projects
46578	46678	A	1.0	2	53	84	and
46684	46902	A	0.99987	2	54	85	learning
46956	47670	A	0.97614	2	55	86	groups.
48890	49158	A	0.99424	2	56	87	All
49164	49720	A	0.87122	2	57	88	right,
50490	50806	A	0.89903	2	58	89	we
50828	51014	A	0.76339	2	59	90	are
51052	51686	A	0.99999	2	60	91	back
51868	52166	A	0.99987	2	61	92	in
52188	52674	A	0.82333	2	62	93	Livestream
52722	54120	A	0.98	2	63	94	52.2.
55150	55466	A	0.98655	2	64	95	In
55488	55626	A	0.99961	2	65	96	our
55648	55882	A	1.0	2	66	97	third
55936	56422	A	0.89822	2	67	98	discussion
56486	56714	A	0.99794	2	68	99	on
56752	56906	A	1.0	2	69	100	the
56928	57210	A	0.99831	2	70	101	paper
57280	57894	A	0.72664	2	71	102	geometric
57942	58406	A	0.99148	2	72	103	methods
58438	58730	A	0.99993	2	73	104	for
58800	59382	A	0.89657	2	74	105	sampling,
59446	60330	A	0.79309	2	75	106	optimization,
60830	61542	A	0.96	2	76	107	inference
61606	61978	A	1.0	2	77	108	and
62064	62694	A	0.99747	2	78	109	adaptive
62742	63340	A	0.82344	2	79	110	agents.
64350	64714	A	0.9999	3	1	111	We
64752	64954	A	0.98917	3	2	112	had
64992	65434	A	1.0	3	3	113	a
65552	66074	A	1.0	3	4	114	zero
66192	66822	A	0.57	3	5	115	background
66886	67126	A	1.0	3	6	116	and
67168	67642	A	0.94581	3	7	117	context
67706	68320	A	0.99986	3	8	118	video
68690	69006	A	0.99	3	9	119	and
69028	69262	A	0.58446	3	10	120	last
69316	69774	A	1.0	3	11	121	week
69892	70362	A	0.96546	3	12	122	Lance
70426	70890	A	0.99949	3	13	123	joined
70970	71406	A	0.89384	3	14	124	for
71508	72766	A	0.99	3	15	125	52.1,
72868	73134	A	0.70892	3	16	126	where
73172	73278	A	0.98984	3	17	127	we
73284	73454	A	0.99914	3	18	128	had
73492	73886	A	1.0	3	19	129	a
73988	74302	A	0.99977	3	20	130	great
74356	74810	A	0.99034	3	21	131	overview
74890	75482	A	0.99993	3	22	132	discussion
75546	75774	A	0.99997	3	23	133	on
75812	75918	A	1.0	3	24	134	the
75924	76480	A	0.99241	3	25	135	paper.
76930	77438	A	0.99855	3	26	136	So
77524	78014	A	1.0	3	27	137	today
78132	78426	A	0.99091	3	28	138	we're
78458	78654	A	0.99995	3	29	139	going
78692	79038	A	1.0	3	30	140	to
79124	79374	A	0.99966	3	31	141	see
79412	79566	A	0.99989	3	32	142	where
79588	79726	A	1.0	3	33	143	it
79748	80222	A	0.99988	3	34	144	goes,
80356	80654	A	0.99955	3	35	145	see
80692	81280	A	0.99969	3	36	146	where
81810	82138	A	0.99975	3	37	147	our
82164	82402	A	0.99986	3	38	148	last
82456	82674	A	1.0	3	39	149	week
82712	82962	A	0.99684	3	40	150	has
83016	83282	A	0.9995	3	41	151	taken
83336	83602	A	1.0	3	42	152	us
83656	83922	A	0.73	3	43	153	and
83976	84146	A	0.99984	3	44	154	how
84168	84638	A	0.99492	3	45	155	we're
84734	85042	A	0.99992	3	46	156	thinking
85096	85314	A	1.0	3	47	157	about
85352	85554	A	0.93	3	48	158	it
85592	85890	A	1.0	3	49	159	or
85960	86334	A	0.99938	3	50	160	curious
86382	86594	A	1.0	3	51	161	about
86632	87026	A	1.0	3	52	162	it.
87128	87346	A	0.99998	3	53	163	If
87368	87518	A	0.99913	3	54	164	you're
87534	87858	A	0.99997	3	55	165	watching
87944	88290	A	0.99942	3	56	166	live,
88360	88546	A	1.0	3	57	167	of
88568	88946	A	0.99995	3	58	168	course,
89048	89266	A	0.99987	3	59	169	feel
89288	89474	A	0.53567	3	60	170	free
89512	89810	A	1.0	3	61	171	to
89880	90402	A	0.99923	3	62	172	write
90536	90930	A	0.99981	3	63	173	questions
91000	91138	A	0.9815	3	64	174	in
91144	91266	A	0.39	3	65	175	a
91288	91474	A	0.99951	3	66	176	live
91512	92130	A	0.9931	3	67	177	chat.
92650	93698	A	0.9996	3	68	178	Otherwise,
93874	94166	A	0.99982	3	69	179	let
94188	94758	A	0.99	3	70	180	us
94924	95254	A	0.99996	3	71	181	pick
95292	95638	A	0.67496	3	72	182	up
95724	95974	A	0.98228	3	73	183	on
